Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4,Total_Sales,Year,Month,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,IsWeekend,Total_Quantity,Ratio_S_P1,Ratio_S_P2,Ratio_S_P3,Ratio_S_P4,AvgPrice_P1,AvgPrice_P2,AvgPrice_P3,AvgPrice_P4
2012-01-04,3508,1432,3428,786,11120.36,9078.88,18579.76,5604.18,44383.18,2012,1,2,4,1,1,0,9154,0.2505534754382178,0.20455677128137278,0.41862164901208065,0.12626810426832868,3.1700000000000004,6.34,5.42,7.130000000000001
2012-01-05,2904,2928,5457,1620,9205.68,18563.52,29576.94,11550.6,68896.74,2012,1,3,5,1,1,0,12909,0.1336156108402226,0.26943974417367206,0.4292937517798374,0.1676508932062678,3.17,6.34,5.42,7.13
2012-01-06,430,3180,2879,900,1363.1,20161.2,15604.18,6417.0,43545.48,2012,1,4,6,1,1,0,7389,0.03130290445759238,0.4629917961634594,0.3583421287352901,0.14736317064365806,3.17,6.34,5.42,7.13
2012-01-07,878,3222,4327,857,2783.26,20427.48,23452.34,6110.41,52773.490000000005,2012,1,5,7,1,1,1,9284,0.05273973731886976,0.38707843654077073,0.44439623000108575,0.1157855961392737,3.1700000000000004,6.34,5.42,7.13
2012-01-08,4280,3179,5966,836,13567.6,20154.86,32335.72,5960.68,72018.85999999999,2012,1,6,8,1,1,1,14261,0.18838954129515523,0.27985530456883106,0.44898961188777503,0.08276554224823889,3.17,6.34,5.42,7.130000000000001
2012-01-09,6105,1528,569,387,19352.85,9687.52,3083.98,2759.31,34883.66,2012,1,0,9,2,1,0,8589,0.5547826690203951,0.2777093917324042,0.08840758108524162,0.07910035816195891,3.17,6.34,5.42,7.13
2012-01-10,7898,1995,4424,1270,25036.66,12648.3,23978.08,9055.1,70718.14,2012,1,1,10,2,1,0,15587,0.35403448111050434,0.17885509997859106,0.3390654788149123,0.12804494009599235,3.17,6.34,5.420000000000001,7.13
2012-01-11,7028,2044,1789,1689,22278.76,12958.96,9696.38,12042.57,56976.67,2012,1,2,11,2,1,0,12550,0.3910154805466869,0.2274432675689892,0.17018158484867577,0.2113596670356481,3.17,6.34,5.42,7.13
2012-01-12,7482,1572,1647,1483,23717.94,9966.48,8926.74,10573.79,53184.95,2012,1,3,12,2,1,0,12184,0.4459520973508483,0.18739286207846392,0.1678433466610385,0.19881169390964928,3.17,6.34,5.42,7.130000000000001
2012-01-13,5751,2376,282,1669,18230.67,15063.84,1528.44,11899.97,46722.92,2012,1,4,13,2,1,0,10078,0.3901868718821512,0.3224079316960498,0.03271285270697979,0.2546923437148192,3.1699999999999995,6.34,5.42,7.13
2012-01-14,4345,534,3409,1738,13773.65,3385.56,18476.78,12391.94,48027.93,2012,1,5,14,2,1,1,10026,0.28678416912825516,0.07049148276846409,0.3847090640800051,0.2580152840232756,3.17,6.34,5.42,7.13
2012-01-15,3301,2169,1336,1104,10464.17,13751.46,7241.12,7871.52,39328.27,2012,1,6,15,2,1,1,7910,0.26607247153256425,0.34965840094161277,0.18411997273208305,0.20014915479374001,3.17,6.34,5.42,7.130000000000001
2012-01-16,2341,3573,2447,1309,7420.97,22652.82,13262.74,9333.17,52669.7,2012,1,0,16,3,1,0,9670,0.1408963787528693,0.4300920643178146,0.2518096742529386,0.17720188267637751,3.17,6.34,5.42,7.13
2012-01-17,3725,1870,1253,645,11808.25,11855.8,6791.26,4598.85,35054.16,2012,1,1,17,3,1,0,7493,0.3368573088044329,0.33821378118888024,0.19373620705787842,0.13119270294880836,3.17,6.34,5.42,7.130000000000001
2012-01-18,3256,2761,1634,1936,10321.52,17504.74,8856.28,13803.68,50486.22,2012,1,2,18,3,1,0,9587,0.20444232109276553,0.34672312563705504,0.1754197482005981,0.2734148050695814,3.17,6.340000000000001,5.420000000000001,7.13
2012-01-19,7583,1825,1555,637,24038.11,11570.5,8428.1,4541.81,48578.52,2012,1,3,19,3,1,0,11600,0.494830019523032,0.23818140198589832,0.17349437570350024,0.0934942027875695,3.17,6.34,5.42,7.130000000000001
2012-01-20,7990,376,1367,1526,25328.3,2383.84,7409.14,10880.38,46001.66,2012,1,4,20,3,1,0,11259,0.550595348080917,0.05182073864290984,0.16106244861598473,0.2365214646601883,3.17,6.340000000000001,5.42,7.13
2012-01-21,1930,3066,609,1024,6118.1,19438.44,3300.78,7301.12,36158.44,2012,1,5,21,3,1,1,6629,0.16920254303006435,0.537590670393966,0.09128657099144764,0.2019202155845219,3.1700000000000004,6.34,5.42,7.13
2012-01-22,3659,496,2667,907,11599.03,3144.64,14455.14,6466.91,35665.72,2012,1,6,22,3,1,1,7729,0.32521508047503317,0.08816981684373679,0.4052950564295351,0.1813200462516949,3.1700000000000004,6.34,5.42,7.13
2012-01-23,759,3005,4562,1796,2406.03,19051.7,24726.04,12805.48,58989.25,2012,1,0,23,4,1,0,10122,0.0407876011307145,0.32296901554096724,0.41916179642901036,0.21708158689930793,3.1700000000000004,6.34,5.42,7.13
2012-01-24,5918,2006,844,1289,18760.06,12718.04,4574.48,9190.57,45243.15,2012,1,1,24,4,1,0,10057,0.41464973150631645,0.2811042113557522,0.10110878663399872,0.20313727050393263,3.1700000000000004,6.340000000000001,5.419999999999999,7.13
2012-01-25,5315,3982,3185,934,16848.55,25245.88,17262.7,6659.42,66016.55,2012,1,2,25,4,1,0,13416,0.2552170629940522,0.3824174392633362,0.26149048988473345,0.10087500785787806,3.17,6.34,5.42,7.13
2012-01-26,5413,847,5145,1907,17159.21,5369.98,27885.9,13596.91,64012.0,2012,1,3,26,4,1,0,13312,0.26806239455102165,0.08389020808598387,0.43563550584265454,0.21241189152033993,3.17,6.34,5.42,7.13
2012-01-27,7335,261,4152,627,23251.95,1654.74,22503.84,4470.51,51881.04,2012,1,4,27,4,1,0,12375,0.4481781783865551,0.03189488876861374,0.4337584597378927,0.0861684731069385,3.17,6.34,5.42,7.130000000000001
2012-01-28,5146,3705,3047,1045,16312.82,23489.7,16514.74,7450.85,63768.11000000001,2012,1,5,28,4,1,1,12943,0.2558147011100062,0.3683612388700245,0.2589811741323367,0.11684288588763254,3.17,6.34,5.420000000000001,7.130000000000001
2012-01-29,5013,3898,1192,1767,15891.21,24713.32,6460.64,12598.71,59663.88,2012,1,6,29,4,1,1,11870,0.26634556787121455,0.4142090658535784,0.10828393996501737,0.21116142631018966,3.17,6.34,5.42,7.13
2012-01-30,6471,418,3210,1540,20513.07,2650.12,17398.2,10980.2,51541.59,2012,1,0,30,5,1,0,11639,0.39799063241937244,0.051417117710183174,0.33755652474050574,0.2130357251299388,3.17,6.34,5.42,7.130000000000001
2012-01-31,3942,1039,530,703,12496.14,6587.26,2872.6,5012.39,26968.39,2012,1,1,31,5,1,0,6214,0.4633624773299407,0.24425855603541777,0.10651729673146969,0.18586166990317185,3.17,6.34,5.42,7.130000000000001
2012-02-01,5065,3279,1159,1033,16056.05,20788.86,6281.78,7365.29,50491.98,2012,2,2,1,5,1,0,10536,0.31799208507965027,0.41172598103698843,0.12441144118333247,0.14587049270002878,3.17,6.34,5.42,7.13
2012-02-02,1013,631,3264,1947,3211.21,4000.54,17690.88,13882.11,38784.740000000005,2012,2,3,2,5,1,0,6855,0.08279570779641683,0.10314726874538799,0.45612991088763255,0.35792711257056253,3.17,6.34,5.42,7.13
2012-02-03,1604,1983,5489,633,5084.68,12572.22,29750.38,4513.29,51920.57,2012,2,4,3,5,1,0,9709,0.09793189866752233,0.24214333548341244,0.5729979466712326,0.0869268191778326,3.1700000000000004,6.34,5.42,7.13
2012-02-04,5641,3932,1947,1787,17881.97,24928.88,10552.74,12741.31,66104.90000000001,2012,2,5,4,5,1,1,13307,0.2705089940382634,0.3771109252112929,0.1596362750718933,0.19274380567855026,3.1700000000000004,6.34,5.42,7.13
2012-02-05,5329,3745,3944,1140,16892.93,23743.3,21376.48,8128.2,70140.90999999999,2012,2,6,5,5,1,1,14158,0.24084275496283128,0.33850858222398317,0.3047647941835942,0.1158838686295915,3.17,6.34,5.42,7.13
2012-02-06,2786,633,4220,388,8831.62,4013.22,22872.4,2766.44,38483.68000000001,2012,2,0,6,6,1,0,8027,0.2294900071926593,0.1042836859676621,0.594340250204762,0.0718860566349164,3.1700000000000004,6.34,5.42,7.13
2012-02-07,4781,3666,3837,1012,15155.77,23242.44,20796.54,7215.56,66410.31,2012,2,1,7,6,1,0,13296,0.22821411313996276,0.34998240484045323,0.31315228012036084,0.10865120189922318,3.17,6.34,5.42,7.130000000000001
2012-02-08,3893,1936,3717,416,12340.81,12274.24,20146.14,2966.08,47727.27,2012,2,2,8,6,1,0,9962,0.2585693671563448,0.25717456707664194,0.42210962412055,0.06214644164646334,3.17,6.34,5.42,7.13
2012-02-09,1686,2278,2249,779,5344.62,14442.52,12189.58,5554.27,37530.990000000005,2012,2,3,9,6,1,0,6992,0.14240551608151023,0.38481585484422337,0.3247870626381025,0.14799156643616382,3.17,6.34,5.42,7.130000000000001
2012-02-10,4362,2120,5186,1334,13827.54,13440.8,28108.12,9511.42,64887.88,2012,2,4,10,6,1,0,13002,0.21309896393594616,0.2071388370216441,0.4331798172478435,0.14658238179456626,3.1700000000000004,6.34,5.42,7.13
2012-02-11,4885,1817,1706,1555,15485.45,11519.78,9246.52,11087.15,47338.9,2012,2,5,11,6,1,1,9963,0.32711892333788917,0.24334701482290463,0.195326042641464,0.23420801919774223,3.17,6.340000000000001,5.42,7.13
2012-02-12,345,3131,2651,972,1093.65,19850.54,14368.42,6930.36,42242.97,2012,2,6,12,6,1,1,7099,0.025889514870758377,0.46991345542228685,0.3401375424123825,0.16405948729457231,3.1700000000000004,6.34,5.42,7.13
2012-02-13,2820,3625,2549,1754,8939.4,22982.5,13815.58,12506.02,58243.5,2012,2,0,13,7,1,0,10748,0.1534832213036648,0.3945933881033935,0.2372038081502657,0.21471958244267603,3.17,6.34,5.42,7.13
2012-02-14,6049,3477,5272,347,19175.33,22044.18,28574.24,2474.11,72267.86,2012,2,1,14,7,1,0,15145,0.2653369008020993,0.30503435413751007,0.3953934709011724,0.03423527415921822,3.1700000000000004,6.34,5.42,7.130000000000001
2012-02-15,6985,1214,5688,1457,22142.45,7696.76,30828.96,10388.41,71056.58,2012,2,2,15,7,1,0,15344,0.3116171648002198,0.10831875105725607,0.433864956630336,0.14619912751218817,3.17,6.34,5.42,7.13
2012-02-16,2272,1243,3982,960,7202.24,7880.62,21582.44,6844.8,43510.100000000006,2012,2,3,16,7,1,0,8457,0.16553030215972842,0.18112162463428028,0.49603287512554545,0.15731519808044567,3.17,6.34,5.42,7.13
2012-02-17,2917,255,1132,1168,9246.89,1616.7,6135.44,8327.84,25326.87,2012,2,4,17,7,1,0,5472,0.3651019648302376,0.06383339117703846,0.24225022673547894,0.328814417257245,3.17,6.34,5.42,7.13
2012-02-18,6943,3549,1332,1676,22009.31,22500.66,7219.44,11949.88,63679.29,2012,2,5,18,7,1,1,13500,0.3456274402556938,0.35334344965215536,0.11337186705442223,0.18765724303772857,3.1700000000000004,6.34,5.42,7.13
2012-02-19,4423,875,4463,865,14020.91,5547.5,24189.46,6167.45,49925.31999999999,2012,2,6,19,7,1,1,10626,0.2808376591276731,0.11111596280204114,0.4845128684202726,0.12353350965001328,3.17,6.34,5.42,7.13
2012-02-20,6282,2035,3455,899,19913.94,12901.9,18726.1,6409.87,57951.81,2012,2,0,20,8,1,0,12671,0.3436293016559793,0.22263152781595605,0.3231322714510556,0.11060689907700899,3.17,6.34,5.42,7.13
2012-02-21,7583,1469,2906,1052,24038.11,9313.46,15750.52,7500.76,56602.85,2012,2,1,21,8,1,0,13010,0.42468020603202844,0.16454047808546743,0.2782637270031456,0.13251558887935855,3.17,6.339999999999999,5.42,7.13
2012-02-22,3270,3705,3767,347,10365.9,23489.7,20417.14,2474.11,56746.85,2012,2,2,22,8,1,0,11089,0.18266917018301457,0.41393839481839084,0.3597933629796191,0.043599072018975504,3.17,6.34,5.42,7.130000000000001
2012-02-23,3683,2282,2008,525,11675.11,14467.88,10883.36,3743.25,40769.6,2012,2,3,23,8,1,0,8498,0.2863680291197363,0.35486931439111497,0.26694792198108397,0.09181473450806484,3.1700000000000004,6.34,5.42,7.13
2012-02-24,6552,1457,4075,1534,20769.84,9237.38,22086.5,10937.42,63031.14,2012,2,4,24,8,1,0,13618,0.3295171243928001,0.14655264048849503,0.350406164318145,0.17352407080055984,3.17,6.34,5.42,7.13
2012-02-25,3332,1890,5676,707,10562.44,11982.6,30763.92,5040.91,58349.87,2012,2,5,25,8,1,1,11605,0.18101908367576483,0.2053577840019181,0.5272320229676604,0.08639110935465666,3.1700000000000004,6.34,5.42,7.13
2012-02-26,4038,3603,4442,894,12800.46,22843.02,24075.64,6374.22,66093.34,2012,2,6,26,8,1,1,12977,0.19367246382161954,0.34561757659697634,0.36426726202670345,0.09644269755470068,3.17,6.34,5.42,7.13
2012-02-27,2024,3068,4981,574,6416.08,19451.12,26997.02,4092.62,56956.84,2012,2,0,27,9,1,0,10647,0.11264810337090331,0.34150630547621674,0.47399083235657036,0.07185475879630963,3.17,6.34,5.42,7.13
2012-03-01,2977,776,3731,1669,9437.09,4919.84,20222.02,11899.97,46478.92,2012,3,3,1,9,1,0,9153,0.20304021694135752,0.1058509965377853,0.435079386526193,0.25602939999466423,3.17,6.34,5.42,7.13
2012-03-02,3533,1482,2222,1790,11199.61,9395.88,12043.24,12762.7,45401.42999999999,2012,3,4,2,9,1,0,9027,0.24667967506750343,0.20695119074443252,0.265261248379181,0.2811078858088832,3.1700000000000004,6.34,5.42,7.130000000000001
2012-03-03,5747,1032,2250,573,18217.99,6542.88,12195.0,4085.49,41041.36,2012,3,5,3,9,1,1,9602,0.44389342848287683,0.1594216176072138,0.2971392760863675,0.0995456778235419,3.1700000000000004,6.34,5.42,7.13
2012-03-04,2975,1274,464,1975,9430.75,8077.16,2514.88,14081.75,34104.54,2012,3,6,4,9,1,1,6688,0.27652476767022804,0.23683533042814828,0.0737403290001859,0.41289957290143775,3.17,6.34,5.42,7.13
2012-03-05,395,3115,5727,265,1252.15,19749.1,31040.34,1889.45,53931.03999999999,2012,3,0,5,10,1,0,9502,0.023217612714310724,0.3661917144560906,0.5755561175901671,0.03503455523943169,3.1700000000000004,6.34,5.42,7.13
2012-03-06,1594,2990,2279,547,5052.98,18956.6,12352.18,3900.11,40261.87,2012,3,1,6,10,1,0,7410,0.12550286412429426,0.4708325768276535,0.3067959833957042,0.096868575652348,3.17,6.34,5.42,7.13
2012-03-07,3579,1137,4177,1427,11345.43,7208.58,22639.34,10174.51,51367.86000000001,2012,3,2,7,10,1,0,10320,0.2208663160193942,0.14033249584467794,0.4407296702646362,0.19807151787129149,3.17,6.34,5.42,7.13
2012-03-08,3397,3225,5508,664,10768.49,20446.5,29853.36,4734.32,65802.67,2012,3,3,8,10,1,0,12794,0.16364822278488092,0.310724473642179,0.4536800710366312,0.07194723253630893,3.17,6.34,5.42,7.13
2012-03-09,5626,2880,3786,1768,17834.42,18259.2,20520.12,12605.84,69219.57999999999,2012,3,4,9,10,1,0,14060,0.2576499308432672,0.2637866337819444,0.2964496461839266,0.18211378919086194,3.1699999999999995,6.34,5.42,7.13
2012-03-10,792,2742,5158,1505,2510.64,17384.28,27956.36,10730.65,58581.93,2012,3,5,10,10,1,1,10197,0.04285690143701308,0.2967515751017421,0.47721814559540804,0.1831733778658368,3.17,6.34,5.42,7.13
2012-03-11,2141,464,265,870,6786.97,2941.76,1436.3,6203.1,17368.129999999997,2012,3,6,11,10,1,1,3740,0.3907714877767498,0.16937689895227642,0.08269744641478387,0.3571541668561901,3.17,6.340000000000001,5.42,7.130000000000001
2012-03-12,392,2659,5805,1491,1242.64,16858.06,31463.1,10630.83,60194.630000000005,2012,3,0,12,11,1,0,10347,0.02064370193819615,0.2800592012942018,0.5226894824338981,0.17660761433370384,3.1700000000000004,6.340000000000001,5.42,7.13
2012-03-13,3363,729,4498,1166,10660.71,4621.86,24379.16,8313.58,47975.31,2012,3,1,13,11,1,0,9756,0.222212425516375,0.09633830401512777,0.5081605517504734,0.17328871871802393,3.17,6.34,5.42,7.13
2012-03-14,2636,3032,1502,1141,8356.12,19222.88,8140.84,8135.33,43855.17,2012,3,2,14,11,1,0,8311,0.190538994604285,0.43832642764809715,0.18563010928928106,0.18550446845833685,3.1700000000000004,6.340000000000001,5.42,7.13
2012-03-15,2861,2512,429,320,9069.37,15926.08,2325.18,2281.6,29602.23,2012,3,3,15,11,1,0,6122,0.306374553538703,0.5380027112822243,0.07854746078251537,0.07707527439655729,3.1700000000000004,6.34,5.42,7.13
2012-03-16,3939,748,1100,728,12486.63,4742.32,5962.0,5190.64,28381.59,2012,3,4,16,11,1,0,6515,0.43995526677680846,0.167091413835518,0.21006575036846067,0.18288756901921283,3.17,6.34,5.42,7.130000000000001
2012-03-17,3863,1259,5300,960,12245.71,7982.06,28726.0,6844.8,55798.57000000001,2012,3,5,17,11,1,1,11382,0.21946279268447197,0.14305133626184327,0.5148160606983296,0.12266981035535497,3.17,6.340000000000001,5.42,7.13
2012-03-18,3565,3746,4954,2000,11301.05,23749.64,26850.68,14260.0,76161.37,2012,3,6,18,11,1,1,14265,0.1483829663253169,0.31183315111059584,0.3525498556551701,0.18723402690891722,3.17,6.34,5.42,7.13
2012-03-19,5964,305,1441,1729,18905.88,1933.7,7810.22,12327.77,40977.57000000001,2012,3,0,19,12,1,0,9439,0.4613714283204201,0.04718923059615296,0.1905974414783502,0.30084189960507657,3.1700000000000004,6.34,5.42,7.13
2012-03-20,394,2889,784,1639,1248.98,18316.26,4249.28,11686.07,35500.59,2012,3,1,20,12,1,0,5706,0.035181950497160754,0.5159424110979564,0.11969603885456552,0.32917959955031734,3.17,6.34,5.42,7.13
2012-03-21,1321,3008,2360,1418,4187.57,19070.72,12791.2,10110.34,46159.83,2012,3,2,21,12,1,0,8107,0.09071892162514462,0.4131453690362378,0.2771067397778545,0.21902896956076312,3.17,6.340000000000001,5.42,7.13
2012-03-22,4471,612,5155,1260,14173.07,3880.08,27940.1,8983.8,54977.05,2012,3,3,22,12,1,0,11498,0.25779975462488436,0.07057635868057671,0.5082138819743874,0.16341000472015138,3.17,6.34,5.42,7.129999999999999
2012-03-23,5930,3602,3659,1548,18798.1,22836.68,19831.78,11037.24,72503.8,2012,3,4,23,12,1,0,14739,0.25927054857814347,0.3149721807684563,0.27352745649193555,0.15222981416146464,3.17,6.34,5.42,7.13
2012-03-24,1830,3371,652,1265,5801.1,21372.14,3533.84,9019.45,39726.53,2012,3,5,24,12,1,1,7118,0.1460258421765002,0.5379815453300352,0.08895415733516117,0.22703845515830356,3.1700000000000004,6.34,5.42,7.130000000000001
2012-03-25,6674,2420,872,766,21156.58,15342.8,4726.24,5461.58,46687.2,2012,3,6,25,12,1,1,10732,0.4531558971195532,0.3286296886512792,0.10123202933566373,0.116982384893504,3.1700000000000004,6.34,5.42,7.13
2012-03-26,4214,3501,3964,1145,13358.38,22196.34,21484.88,8163.85,65203.45,2012,3,0,26,13,1,0,12824,0.20487228819947412,0.34041664973249114,0.32950526390858154,0.12520579815945324,3.17,6.34,5.42,7.13
2012-03-27,431,1943,5869,1915,1366.27,12318.62,31809.98,13653.95,59148.82000000001,2012,3,1,27,13,1,0,10158,0.023098854719333366,0.20826484788707533,0.5377956821454764,0.23084061524811483,3.17,6.340000000000001,5.42,7.130000000000001
2012-03-28,2337,982,1970,964,7408.29,6225.88,10677.4,6873.32,31184.89,2012,3,2,28,13,1,0,6253,0.23756024151440008,0.19964412252215738,0.342390176781127,0.22040545918231552,3.17,6.34,5.42,7.13
2012-03-29,4712,3810,4462,877,14937.04,24155.4,24184.04,6253.01,69529.49,2012,3,3,29,13,1,0,13861,0.21483028280518093,0.34741229944301333,0.34782421099306204,0.08993320675874367,3.1700000000000004,6.340000000000001,5.42,7.13
2012-03-30,2055,3870,5968,251,6514.35,24535.8,32346.56,1789.63,65186.34,2012,3,4,30,13,1,0,12144,0.09993428070973152,0.376394809096507,0.4962168454311134,0.02745406476264813,3.1700000000000004,6.34,5.42,7.130000000000001
2012-03-31,5314,1435,3269,1220,16845.38,9097.9,17717.98,8698.6,52359.85999999999,2012,3,5,31,13,1,1,11238,0.32172316732703266,0.17375714908328632,0.33838860531712656,0.1661310782725546,3.1700000000000004,6.34,5.42,7.13
2012-04-01,1434,1002,5702,439,4545.78,6352.68,30904.84,3130.07,44933.37,2012,4,6,1,13,2,1,8577,0.10116712812771442,0.1413800033249231,0.6877926138190836,0.06966025472827878,3.17,6.34,5.42,7.130000000000001
2012-04-02,6486,829,4413,1196,20560.62,5255.86,23918.46,8527.48,58262.42,2012,4,0,2,14,2,0,12924,0.3528967729112522,0.09021012172168612,0.41052980634858627,0.14636329901847536,3.17,6.34,5.42,7.13
2012-04-03,4554,2235,5375,1660,14436.18,14169.9,29132.5,11835.8,69574.38,2012,4,1,3,14,2,0,13824,0.2074927581100974,0.2036654872095159,0.4187245362445199,0.17011721843586675,3.17,6.34,5.42,7.13
2012-04-04,7170,796,3843,1109,22728.9,5046.64,20829.06,7907.17,56511.77,2012,4,2,4,14,2,0,12918,0.402197630688262,0.08930245858517616,0.36857914731745267,0.1399207634091093,3.1700000000000004,6.340000000000001,5.42,7.13
2012-04-05,5183,2233,2631,376,16430.11,14157.22,14260.02,2680.88,47528.23,2012,4,3,5,14,2,0,10423,0.3456916026538333,0.29786970817133307,0.30003263323713086,0.056406055937702704,3.17,6.34,5.42,7.13
2012-04-06,5010,917,4451,1713,15881.7,5813.78,24124.42,12213.69,58033.59,2012,4,4,6,14,2,0,12091,0.2736639246339922,0.1001795684189105,0.41569752965480855,0.21045897729228885,3.17,6.34,5.42,7.13
2012-04-07,6583,2757,1199,1801,20868.11,17479.38,6498.58,12841.13,57687.2,2012,4,5,7,14,2,1,12340,0.3617459332399562,0.30300274584309866,0.11265202679277206,0.22259929412417312,3.17,6.340000000000001,5.42,7.13
2012-04-08,6574,1103,4475,1465,20839.58,6993.02,24254.5,10445.45,62532.55,2012,4,6,8,14,2,1,13617,0.3332597183386892,0.11183007889491153,0.38786999730540334,0.1670402054609959,3.1700000000000004,6.340000000000001,5.42,7.130000000000001
2012-04-09,7514,1288,1313,288,23819.38,8165.92,7116.46,2053.44,41155.2,2012,4,0,9,15,2,0,10403,0.5787696329989892,0.19841769691314828,0.17291763859730971,0.04989503149055284,3.17,6.34,5.42,7.13
2012-04-10,5208,2196,4442,1505,16509.36,13922.64,24075.64,10730.65,65238.29,2012,4,1,10,15,2,0,13351,0.25306242698881287,0.21341209280623388,0.3690415551971089,0.1644839250078443,3.17,6.34,5.42,7.13
2012-04-11,981,3014,575,1358,3109.77,19108.76,3116.5,9682.54,35017.57,2012,4,2,11,15,2,0,5928,0.0888059908211792,0.545690634729937,0.0889981800564688,0.27650519439241505,3.17,6.34,5.42,7.130000000000001
2012-04-12,1307,1364,3149,1261,4143.19,8647.76,17067.58,8990.93,38849.46000000001,2012,4,3,12,15,2,0,7081,0.10664729960210512,0.22259665900118042,0.4393260549824888,0.23142998641422555,3.1699999999999995,6.34,5.420000000000001,7.13
2012-04-13,5955,1328,1169,1109,18877.35,8419.52,6335.98,7907.17,41540.02,2012,4,4,13,15,2,0,9561,0.454437672393995,0.20268454372434103,0.15252712925992815,0.19035065462173587,3.17,6.340000000000001,5.42,7.13
2012-04-14,5024,3803,409,851,15926.08,24111.02,2216.78,6067.63,48321.51,2012,4,5,14,15,2,1,10087,0.32958572693609944,0.4989707482237207,0.04587563592280126,0.1255678889173786,3.17,6.34,5.420000000000001,7.13
2012-04-15,1966,1469,5632,1152,6232.22,9313.46,30525.44,8213.76,54284.88,2012,4,6,15,15,2,1,10219,0.11480581701571414,0.17156637354637239,0.5623193788030848,0.1513084306348287,3.17,6.339999999999999,5.42,7.13
2012-04-16,7538,2518,2017,1175,23895.46,15964.12,10932.14,8377.75,59169.47,2012,4,0,16,16,2,0,13248,0.4038477951551704,0.2698033293183123,0.1847598094084669,0.14158906611805042,3.17,6.340000000000001,5.42,7.13
2012-04-17,7189,1385,3309,320,22789.13,8780.9,17934.78,2281.6,51786.41,2012,4,1,17,16,2,0,12203,0.44006004664158027,0.1695599289466097,0.34632213354816443,0.0440578908636455,3.17,6.34,5.42,7.13
2012-04-18,6854,1159,5474,532,21727.18,7348.06,29669.08,3793.16,62537.48000000001,2012,4,2,18,16,2,0,14019,0.347426535255338,0.11749849850041925,0.47442077934704113,0.06065418689720147,3.17,6.340000000000001,5.42,7.13
2012-04-19,7421,2459,5607,1045,23524.57,15590.06,30389.94,7450.85,76955.42,2012,4,3,19,16,2,0,16532,0.30569087921292615,0.20258560085826313,0.39490317900935373,0.09682034091945702,3.17,6.34,5.42,7.130000000000001
2012-04-20,2008,3492,4775,1318,6365.36,22139.28,25880.5,9397.34,63782.48,2012,4,4,20,16,2,0,11593,0.09979793824260204,0.34710597643741664,0.405761895743157,0.14733418957682423,3.17,6.34,5.42,7.13
2012-04-21,3914,2615,5922,737,12407.38,16579.1,32097.24,5254.81,66338.53,2012,4,5,21,16,2,1,13188,0.18703127729842672,0.24991660201092786,0.4838400850908213,0.07921203559982412,3.17,6.34,5.42,7.130000000000001
2012-04-22,1339,1947,3441,426,4244.63,12343.98,18650.22,3037.38,38276.21,2012,4,6,22,16,2,1,7153,0.1108947306956462,0.32249744684753273,0.48725357082114457,0.07935425163567658,3.17,6.34,5.42,7.13
2012-04-23,2978,1909,4227,541,9440.26,12103.06,22910.34,3857.33,48310.990000000005,2012,4,0,23,17,2,0,9655,0.19540605564075583,0.2505239491055761,0.47422625783491495,0.07984373741875295,3.17,6.34,5.42,7.13
2012-04-24,3678,2961,2331,900,11659.26,18772.74,12634.02,6417.0,49483.02,2012,4,1,24,17,2,0,9870,0.23562143135160304,0.37937741067541964,0.25532030987599386,0.12968084809698358,3.17,6.340000000000001,5.42,7.13
2012-04-25,6854,3455,5228,536,21727.18,21904.7,28335.76,3821.68,75789.31999999999,2012,4,2,25,17,2,0,16073,0.28667865076504184,0.2890209332924481,0.37387536924727655,0.05042504669523358,3.17,6.34,5.42,7.13
2012-04-26,4897,3087,1736,455,15523.49,19571.58,9409.12,3244.15,47748.34,2012,4,3,26,17,2,0,10175,0.325110569288901,0.4098902705308709,0.19705648405787513,0.06794267612235316,3.17,6.340000000000001,5.420000000000001,7.13
2012-04-27,6596,793,5048,661,20909.32,5027.62,27360.16,4712.93,58010.03,2012,4,4,27,17,2,0,13098,0.3604431854284509,0.08666811584134675,0.47164533443613116,0.08124336429407122,3.17,6.34,5.42,7.130000000000001
2012-04-28,699,1322,3173,1783,2215.83,8381.48,17197.66,12712.79,40507.76,2012,4,5,28,17,2,1,6977,0.05470137079907652,0.20691047838735094,0.424552233942336,0.3138359168712365,3.17,6.34,5.42,7.130000000000001
2012-04-29,5429,1076,2683,1737,17209.93,6821.84,14541.86,12384.81,50958.44,2012,4,6,29,17,2,1,10925,0.3377248204615369,0.1338706600908505,0.28536705597738077,0.2430374634702318,3.17,6.34,5.42,7.13
2012-04-30,5322,2324,1362,1268,16870.74,14734.16,7382.04,9040.84,48027.78,2012,4,0,30,18,2,0,10276,0.35127045222577435,0.30678411535990213,0.15370354407386724,0.1882418883404563,3.1700000000000004,6.34,5.42,7.13
2012-05-01,3994,2319,2623,1189,12660.98,14702.46,14216.66,8477.57,50057.67,2012,5,1,1,18,2,0,10125,0.2529278729912918,0.29371043438498035,0.28400562790877004,0.16935606471495776,3.17,6.34,5.42,7.13
2012-05-02,6741,2102,4125,369,21368.97,13326.68,22357.5,2630.97,59684.12,2012,5,2,2,18,2,0,13337,0.35803443193935003,0.22328686424462654,0.3745971290185731,0.044081574797450306,3.1700000000000004,6.34,5.42,7.13
